student_id,student_name,student_sex,student_dob,Course_Title,course_id,billing_amount,admission_type,date_of_enrollment,test_results
3555,Paul Beck,Male,1993-02-02,Health Informatics for Healthcare Professionals,3555,19356.0784987492,financial_aid,2019-04-10,Ongoing
3556,Rebecca Allen,Female,1931-03-18,Health in Complex Humanitarian Emergencies,3556,1612.23721841703,financial_aid,2020-12-22,Unplaced
3557,Robert Walsh,Male,1991-05-25,International Marketing & Cross Industry Growth  Specialization,3557,31903.5209190799,financial_aid,2021-05-11,Unplaced
3558,Vincent Arroyo,Male,1991-01-30,Health Care IT: Challenges and Opportunities,3558,32396.2865018044,regular,2020-07-15,Placed
3559,Jesse Davis,Female,1969-08-22,Anticoncepción hormonal al alcance de todos,3559,3778.59315426812,financial_aid,2020-11-26,Placed
3560,Jacob Murphy,Male,1995-01-02,發展心理學：哲學觀與方法論 (Developmental Psychology: Philosophical Bases and Methodology),3560,20754.4674140275,financial_aid,2023-07-03,Ongoing
3561,Pamela Martinez,Female,1942-09-03,Gender Foundations in Health Data: A Data for Health Course,3561,10043.6514378629,regular,2023-04-13,Ongoing
3562,Kelly Floyd,Male,1947-06-11,Introduction to Medical Software,3562,27280.3584693177,regular,2022-03-25,Unplaced
3563,Ricky Marsh,Female,1956-02-02,Foundations of Health Equity Research,3563,27017.9478678123,financial_aid,2021-04-16,Unplaced
3564,James Pearson,Female,1977-06-15,Science Literacy ,3564,26858.5723373533,financial_aid,2023-06-04,Placed
3565,Richard Garrett,Female,1961-08-31,Biology Meets Programming: Bioinformatics for Beginners,3565,1145.87764083251,regular,2020-05-12,Ongoing
3566,Melanie Best,Male,1952-05-24,Public Health in Humanitarian Crises 2,3566,23692.4905768234,financial_aid,2019-11-27,Unplaced
3567,Carol Villanueva,Male,1973-11-04,Major Depression in the Population: A Public Health Approach,3567,16780.4461067271,financial_aid,2020-01-24,Unplaced
3568,Lisa Morrow,Female,1991-08-08,Evaluating the Quality of Healthcare Delivery,3568,43362.9686184271,regular,2022-05-28,Unplaced
3569,Amber Atkinson,Male,1976-02-12,中医药与中华传统文化 ,3569,16281.9567225668,financial_aid,2020-06-05,Placed
3570,Alexandra Bailey,Male,1995-07-31,Systems Science and Obesity,3570,5788.08480817275,financial_aid,2021-09-01,Ongoing
3571,Derek Lopez,Male,1987-07-31,"One Health: Pandemic preparedness, prevention, and response",3571,37410.3268719946,financial_aid,2020-08-14,Ongoing
3572,Heather Carey,Male,1931-01-28,"The Sustainable Development Goals – A global, transdisciplinary vision for the future",3572,35885.2931331718,financial_aid,2021-03-14,Ongoing
3573,Jose Wilson,Male,1963-03-19,Teaching the Violin and Viola: Creating a Healthy Foundation,3573,44840.6306474812,regular,2021-02-07,Unplaced
3574,Jay Stephenson,Female,1979-10-02,Urbanisation and Health - Promoting  Sustainable Solutions,3574,21860.3938688274,financial_aid,2021-03-17,Placed
3575,John Williams,Male,1995-01-18,Positive Psychology: Resilience Skills,3575,28780.0465238889,financial_aid,2023-04-18,Unplaced
3576,Colleen Johnson,Male,1958-08-11,The Bilingual Brain,3576,16558.8867684739,financial_aid,2021-12-31,Unplaced
3577,Marc Nguyen,Male,1977-12-22,Public Health Perspectives on Sustainable Diets,3577,24218.8610757142,financial_aid,2022-04-25,Ongoing
3578,Joseph Coleman,Male,1987-11-03,U.S. Health Law Fundamentals,3578,28045.761477925,financial_aid,2020-02-24,Placed
3579,Joanna Taylor,Male,1950-04-24,Trustworthy AI for Healthcare Management,3579,35716.0026452421,financial_aid,2020-05-27,Ongoing
3580,Cheryl Jones,Female,1992-04-11,English for Business and Entrepreneurship,3580,15872.8141483,financial_aid,2022-03-30,Unplaced
3582,Elizabeth Jones,Female,1936-09-20,Anatomy & Physiology: Levels of Organization,3582,10997.7064932754,regular,2020-06-26,Unplaced
3583,Jordan Rose,Male,2001-04-20, Improving Immunity Based on Traditional Eastern Exercises,3583,22619.041333272,financial_aid,2022-02-13,Unplaced
3584,Brian Mosley,Male,1984-12-01,Structural Racism: Causes of Health Inequities in the U.S.,3584,40432.989232097,regular,2019-02-28,Placed
3585,Robert Black,Male,1978-08-18,Introduction to Human Behavioral Genetics,3585,34738.4757393712,financial_aid,2021-11-13,Ongoing
3586,Danielle Rodriguez,Male,1971-09-06,Diagnosing Health Behaviors for Global Health Programs,3586,23249.1433188218,regular,2019-05-12,Ongoing
3587,Jenna Jacobson,Female,1948-05-07,Personalised Medicine from a Nordic Perspective,3587,21484.3427491533,financial_aid,2020-04-01,Ongoing
3588,Scott Tyler,Male,1937-02-10,Intellectual Property in the Healthcare Industry,3588,1933.51094916686,financial_aid,2023-05-11,Ongoing
3589,Shannon Warren,Female,1930-05-22,Essentials in Clinical Simulations Across the Health Professions,3589,49985.9730677927,regular,2020-11-05,Ongoing
3590,Rebecca Torres,Female,1937-04-13,Intro to Strategic Management for Healthcare Organizations,3590,21746.8831963457,regular,2022-11-12,Placed
3591,James Harris,Female,1987-06-11,Measuring and Maximizing Impact of COVID-19 Contact Tracing,3591,36072.2074816829,financial_aid,2019-03-20,Ongoing
3592,Sara Roberts,Male,1954-09-23,Population Health: Alternative Payment Models,3592,37707.3309821385,financial_aid,2022-09-03,Ongoing
3593,Stephen Dalton,Male,1971-03-04,Advanced Neurobiology I,3593,44380.9080284068,financial_aid,2022-07-10,Unplaced
3594,Elizabeth Rivera,Male,1968-04-01,Vivre avec le TDAH à travers les âges,3594,9321.65757563576,financial_aid,2019-05-20,Placed
3595,Lindsay Higgins,Female,1945-07-02,İnfertilite Hemşireliği (Infertility Nursing),3595,21978.4220559581,financial_aid,2021-05-16,Ongoing
3596,Patrick Pennington,Female,1946-10-26,Fixing Healthcare Delivery 2.0: Advanced Lean,3596,41468.7173083189,financial_aid,2020-06-29,Placed
3597,Adam Vega,Male,1963-02-26,Application of Health Equity Research Methods for Practice and Policy ,3597,47271.7297948682,regular,2019-03-05,Placed
3598,Peter Hardy,Male,1990-04-06,Healthcare Innovation: What Does Success Look Like and How to Achieve It?,3598,34564.1054929521,financial_aid,2023-08-28,Unplaced
3599,Emily Parker,Male,1954-01-22,Regulated Competition in Healthcare Systems: Theory & Practice,3599,38613.9869800362,regular,2021-09-06,Ongoing
3600,April Johnson,Female,1957-08-23,Foundations of Healthcare Systems Engineering,3600,49957.9975995394,financial_aid,2019-01-01,Ongoing
3601,Daniel Good,Female,1953-03-13,Student Success Specialization,3601,49511.2940190795,regular,2020-03-25,Unplaced
3602,Jason Porter,Female,1976-01-07,Training and Learning Programs for Volunteer Community Health Workers,3602,47982.0690360666,regular,2021-09-26,Ongoing
3604,Stephanie Hensley,Female,1994-01-08,Pharmacy Medication and Safety,3604,18943.1438710439,financial_aid,2023-09-12,Ongoing
3605,Austin Lucas,Male,1941-08-20,Healthcare Financial Management Fundamentals,3605,46362.200834995,financial_aid,2020-10-12,Unplaced
3606,Kelli Martinez,Female,1970-12-06,Les médias numériques pour améliorer les résultats de santé,3606,12712.3084846597,financial_aid,2019-05-21,Unplaced
3607,Melissa Jefferson,Female,1934-10-17,Confronting Gender Based Violence: Global Lessons for Healthcare Workers,3607,49209.0979521524,financial_aid,2022-03-25,Unplaced
3608,Alicia Brown,Female,1987-11-19,Unravelling solutions for Future Food problems,3608,11349.8207897528,financial_aid,2023-08-31,Placed
3609,Darryl Carter,Male,1980-03-30,Pharmacy Technician Essentials,3609,2852.61316366773,regular,2020-07-30,Ongoing
3610,John White,Male,1941-03-12,Translating Research to Patients,3610,44888.7963458933,regular,2022-04-17,Placed
3611,Lee Cuevas,Female,1986-04-19,Value-Based Care: Introduction to Value-Based Care and the U.S. Healthcare System,3611,24595.3852802628,financial_aid,2019-08-17,Unplaced
3612,Brandy Martin,Female,1996-03-08,Responsible Medication Prescribing for Older Adults,3612,22153.7156649317,financial_aid,2023-10-14,Ongoing
3613,Casey Evans,Male,1971-11-04,"Dopage : Sports, Organisations et Sciences",3613,37936.9327615409,financial_aid,2022-03-10,Placed
3614,Cynthia Brown,Male,1982-12-04,Evaluating Public Health Programs at Scale,3614,36579.2436342924,financial_aid,2021-05-31,Placed
3615,Mr. Charles Myers DVM,Female,1956-05-25,Community Awareness Course: Sexuality and Disability,3615,15313.4778265791,regular,2023-01-16,Placed
3616,Rhonda Martinez,Male,1989-08-17,Researcher Management and Leadership Training,3616,2380.10078326882,financial_aid,2022-01-08,Unplaced
3617,James Lopez,Female,1996-06-07,A Public Health Approach to Hearing Loss and Aging,3617,30202.8616428662,regular,2019-01-16,Unplaced
3618,Amber Cunningham,Female,1943-11-24,Questionnaire Design for Social Surveys,3618,24806.4428639166,financial_aid,2022-05-02,Ongoing
3619,Tonya Perkins,Female,1958-07-05,Engaging in Strategic Management in Healthcare Organizations,3619,27613.9758684018,regular,2020-06-27,Placed
3620,Carolyn Moran,Female,1972-12-12,Fundamental Neuroscience for Neuroimaging,3620,22323.9594198257,financial_aid,2022-12-08,Placed
3621,Caroline Gordon,Male,1949-10-18,Kids with Cancer Still Need School: The Providers Role,3621,20926.0579664763,financial_aid,2019-07-14,Unplaced
3622,Jeffrey Carr,Male,1972-04-02,Traditional herbal medicine in supportive cancer care: From alternative to integrative,3622,22487.7868181071,regular,2019-04-12,Unplaced
3623,Nicholas Young,Female,1960-02-15,Risk Management Specialization,3623,42479.6731089387,regular,2019-03-16,Placed
3624,Elizabeth Mckee,Male,1968-03-09,Entrepreneurship Specialization,3624,26035.8363824579,financial_aid,2018-11-22,Placed
3625,James Bennett,Female,1967-06-22,Moralities of Everyday Life,3625,18632.7174024214,financial_aid,2023-05-27,Placed
3627,Clinton Martin,Male,1979-01-19,The Science of Stem Cells,3627,35234.4448486258,financial_aid,2021-01-22,Placed
3628,Gregory Simpson,Male,1965-10-18,Introduction to Genetics and Evolution,3628,39291.2318571851,financial_aid,2022-04-14,Ongoing
3629,Jeanette Hines,Male,1983-01-17,Financial Markets,3629,47546.9160152236,financial_aid,2018-12-21,Placed
3630,Brian Richardson,Female,1994-06-13,Introduction to Breast Cancer,3630,48871.1430132792,regular,2022-10-14,Placed
3631,Teresa Kennedy,Male,1942-04-21,The Social Context of Mental Health and Illness,3631,33491.0796597413,regular,2019-12-20,Ongoing
3632,Mark Mitchell,Male,2000-06-01,Nutrition Education for the Consumer Specialization,3632,46585.3426172175,financial_aid,2019-04-20,Unplaced
3633,Kimberly Franco,Male,1977-05-31,营养与健康,3633,32681.480424148,regular,2020-05-30,Unplaced
3634,Charles Johnson,Male,1933-12-31,Saúde Baseada em Evidências,3634,4337.81755063611,financial_aid,2021-04-22,Unplaced
3635,Ronald Ashley,Female,1968-09-18,Introduction to Forensic Science,3635,27076.1307661292,financial_aid,2022-05-21,Ongoing
3636,Jessica Ross,Male,1982-04-25,Health Concepts in Chinese Medicine,3636,18821.8279019471,financial_aid,2023-03-18,Unplaced
3637,Tyler Black,Male,1959-04-23,Streaming HL7 to FHIR Data with Healthcare API,3637,28122.192397225,financial_aid,2023-09-24,Unplaced
3638,Lisa Ryan,Male,1975-08-22,食品安全與毒理 (Food Safety & Toxicology),3638,20925.5770948481,financial_aid,2019-07-04,Unplaced
3639,Melanie Alvarado,Male,1975-08-01,食品安全與風險分析（Food Safety＆Risk Analysis）,3639,1227.60391511824,financial_aid,2019-10-25,Unplaced
3640,Manuel Reid,Male,1948-08-30,Introduction to Good Clinical Practice,3640,31720.5158229839,financial_aid,2021-02-10,Ongoing
3641,Diane Holmes,Female,1961-11-13,"Health, Society, and Wellness in COVID-19 Times ",3641,44452.4944686468,financial_aid,2022-11-26,Unplaced
3642,Dennis Bullock,Male,1969-06-29,Actualización en el manejo del paciente con diabetes mellitus tipo 2,3642,30133.7785398611,financial_aid,2022-02-27,Unplaced
3643,Laura White,Male,1968-03-27,Health Data Science Foundation,3643,4607.04766817693,financial_aid,2018-11-18,Ongoing
3644,Catherine Roth,Female,1979-09-07,Cancer Biology Specialization,3644,28162.5390600514,financial_aid,2019-04-27,Ongoing
3645,Stephen Ramos,Female,1960-10-10,Global Health Diplomacy,3645,46240.9206548639,financial_aid,2023-03-20,Ongoing
3646,Joseph Hendricks,Female,1930-02-10,Myocardial Infarction,3646,41960.7059980253,financial_aid,2019-02-10,Ongoing
3647,Jessica Neal,Male,1945-12-15,Science of Fat Metabolism,3647,4289.62074868679,financial_aid,2019-08-25,Unplaced
3648,Jason Underwood,Male,1952-08-12,"Managing ADHD, Autism, Learning Disabilities, and Concussion in School",3648,30497.6670815166,regular,2020-06-15,Unplaced
3649,Jason Buchanan,Female,1977-07-24,Cuidado de heridas en el ámbito hospitalario,3649,33755.7047637038,financial_aid,2022-01-13,Ongoing
3650,Lisa Jarvis,Female,1970-08-28,National Academy of Sports Medicine Nutrition Essentials,3650,7834.1386448232,regular,2022-07-04,Unplaced
3651,Michelle Lewis,Male,1974-06-11,COVID-19: What You Need to Know,3651,19678.714210283,financial_aid,2020-06-23,Ongoing
3652,Nathan Martinez,Female,1951-05-15,Understanding Medical Research: Your Facebook Friend is Wrong,3652,26120.2993249025,financial_aid,2020-02-14,Ongoing
3653,Dorothy Abbott,Male,1996-03-08,Population Health: Health & Health Behaviour,3653,23939.3627348291,regular,2020-10-28,Ongoing
3654,Whitney Nelson,Male,1990-07-06,Nutrition Hot Topics and Controversies,3654,8916.91598111578,regular,2020-10-01,Ongoing
3655,Maurice Watson,Female,1983-08-13,AIDS: Fear and Hope,3655,2575.06300242058,financial_aid,2020-06-24,Ongoing
3656,Meredith Koch,Female,1944-09-18,Space Medicine,3656,13483.0620644529,financial_aid,2023-01-11,Unplaced
3657,Jacob Moore,Male,1987-12-22,Population Health: Study Design,3657,19626.4857149654,financial_aid,2022-09-06,Placed
3658,Jennifer Hanson,Male,1994-07-11,Epidemics - the Dynamics of Infectious Diseases,3658,33908.994881456,financial_aid,2023-06-22,Unplaced
3659,Eric Cobb,Male,1936-11-29,Chinese for Beginners,3659,14498.1214784337,financial_aid,2021-04-07,Ongoing
3660,Roy Dickerson,Male,1955-05-27,医学统计学与SPSS软件（基础篇）,3660,33009.3281789598,financial_aid,2020-08-10,Placed
3661,Elizabeth Smith,Female,1981-08-24,Drug Development Product Management Specialization,3661,13229.084373129,financial_aid,2020-10-14,Placed
3662,Adam Bryant,Male,1957-01-24,AI for Medicine Specialization,3662,43771.4829694532,financial_aid,2021-02-11,Placed
3663,Matthew Reynolds,Male,1988-12-20,Teaching and Assessing Clinical Skills,3663,26068.1224412703,regular,2022-07-17,Placed
3664,Kathryn Knight,Male,1932-02-18, System Administration and IT Infrastructure Services,3664,32462.9850663486,financial_aid,2021-03-04,Unplaced
3665,Mrs. Kimberly Gray,Female,2001-08-17,"Big Data, Genes, and Medicine",3665,17961.3485231145,financial_aid,2021-01-09,Ongoing
3666,Elizabeth Mata,Female,1934-02-01,#talkmentalillness,3666,2249.46092341502,financial_aid,2020-03-07,Ongoing
3667,Gregory Singleton,Male,1976-08-31,"Cannabis, Chronic Pain, and Related Disorders",3667,12229.3846604046,financial_aid,2022-01-22,Unplaced
3668,Caleb Brock,Female,1978-07-20,Robotics Specialization,3668,10805.1499538485,financial_aid,2019-04-06,Unplaced
3669,Bradley Peterson,Female,1967-04-12,Translational Science  Specialization,3669,20494.1968159287,financial_aid,2020-12-25,Ongoing
3670,Elizabeth Pope,Female,2000-11-04,Take the Lead on Healthcare Quality Improvement,3670,37737.131215887,financial_aid,2020-07-16,Ongoing
3671,James Hernandez,Male,1963-03-21,Business and Marketing Strategies Specialization,3671,39381.2225256378,financial_aid,2022-01-18,Placed
3672,Kyle Berry,Male,1957-11-13,Business Foundations Specialization,3672,47682.6259451603,regular,2019-06-23,Ongoing
3673,Lindsay Sullivan MD,Male,1951-07-01,Medical Billing and Coding Fundamentals Specialization,3673,31911.0556948059,financial_aid,2020-02-02,Ongoing
3674,Keith Reyes,Male,1974-08-06,"Food Sustainability, Mindful Eating, and Healthy Cooking Specialization",3674,29472.4175719845,financial_aid,2020-07-10,Placed
3675,Jennifer Turner,Female,1949-08-05,Healthier Materials and Sustainable Building Specialization,3675,5864.30172779038,financial_aid,2020-09-03,Unplaced
3676,Andrew Johnson,Female,1935-08-07,AI in Healthcare Capstone,3676,10410.225886705,financial_aid,2022-10-03,Unplaced
3677,Brian Martinez,Female,1950-03-05,Introduction to Statistics & Data Analysis in Public Health,3677,24366.9147078269,financial_aid,2022-10-27,Ongoing
3678,Darren Roberts,Female,1984-06-26,Essential Epidemiologic Tools for Public Health Practice,3678,49347.6161969059,financial_aid,2019-02-27,Placed
3679,David Murphy,Male,1967-05-02,Public Health Approaches to Abortion,3679,30127.9332090105,financial_aid,2021-09-15,Ongoing
3680,Terry Elliott,Female,2000-03-08,Introduction to Digital health,3680,30418.7514323503,financial_aid,2023-09-13,Unplaced
3681,Jennifer Martinez,Male,1955-02-07,Machine Learning in Healthcare: Fundamentals & Applications,3681,4754.90828514528,regular,2019-03-23,Placed
3682,Diana Jones,Male,1987-05-23,Evaluating Large-Scale Health Programs Specialization,3682,16965.8864059924,financial_aid,2019-04-20,Ongoing
3683,Jesus Miller,Female,1976-11-06,The Critical Role of IT Support Staff in Healthcare,3683,16259.7990983088,financial_aid,2022-06-07,Placed
3684,Teresa Todd,Male,1961-01-06,Linear Regression in R for Public Health ,3684,30799.2348482494,regular,2020-10-21,Unplaced
3685,Jonathan Fitzpatrick,Male,1966-06-20,Population Health: Fundamentals of Population Health Management,3685,13437.2532935948,regular,2021-10-18,Placed
3687,Damon Kelley,Female,1995-04-22,A New Communication Framework for Healthcare,3687,34172.7639483147,regular,2021-06-19,Ongoing
3688,Frederick Flynn,Female,1930-12-09,Introduction to Digital Health Entrepreneurship,3688,31681.8417255855,regular,2020-05-10,Ongoing
3689,Christopher Watson,Male,1933-12-18,Social Determinants of Health: Data to Action Specialization,3689,33151.8982597308,financial_aid,2019-04-20,Unplaced
3690,Robert Phelps,Male,1948-01-08,Using clinical health data for better healthcare,3690,20578.9536716311,financial_aid,2022-10-27,Ongoing
3691,Amanda Williams,Male,1962-06-13,Building Materials and Human Health,3691,11929.8018611301,financial_aid,2020-11-22,Ongoing
3692,Juan Patton,Female,1947-04-19,Global Health at the Human-Animal-Ecosystem Interface,3692,5271.6898727734,financial_aid,2020-05-23,Placed
3693,Daniel Moreno,Male,1976-04-19,"Healthcare Data Security, Privacy, and Compliance",3693,3618.87375081481,financial_aid,2019-02-25,Unplaced
3694,Joy Sheppard,Female,1957-08-15,Healthcare Data Literacy,3694,46601.3223375237,financial_aid,2022-01-13,Unplaced
3695,Regina Bates,Female,1965-06-12,Foundations of Public Health Practice: The Public Health Approach,3695,45501.1350812652,financial_aid,2021-10-26,Unplaced
3696,Diane Bennett,Male,2002-12-18,An Overview of the U.S. Healthcare System,3696,45556.4056610566,financial_aid,2019-03-22,Ongoing
3697,Andrew Rivera,Male,1993-05-02,Global Health Innovations Specialization,3697,20322.9996273914,regular,2021-06-17,Placed
3698,Rodney Vazquez,Male,1975-12-20,XR in Healthcare Education and Clinical Practice,3698,15614.2398547993,financial_aid,2020-09-06,Placed
3699,Robert Harrington,Male,1969-11-19,Data and Health Indicators in Public Health Practice,3699,44504.9269127411,regular,2021-06-14,Placed
3700,Dr. Derrick Robinson,Female,1970-09-16,Operations and Patient Safety for Healthcare IT Staff,3700,4903.77895945236,financial_aid,2020-07-14,Ongoing
3701,Kathleen Ramsey,Male,1996-09-21,Healthcare Trends for Business Professionals Specialization,3701,11024.27754858,regular,2022-01-25,Unplaced
3702,James Cook,Male,1956-09-26,Logistic Regression in R for Public Health,3702,25348.4983918274,financial_aid,2019-09-07,Ongoing
3703,Edwin Roberson,Female,1985-02-05,Survival Analysis in R for Public Health,3703,37499.0324601962,regular,2020-04-03,Ongoing
3704,Mary Green,Male,1964-02-18,Healthcare Data Models,3704,3683.32748735073,financial_aid,2023-02-26,Unplaced
3706,Julie Anderson,Female,1979-11-30,Simple Regression Analysis in Public Health ,3706,11405.333373377,financial_aid,2020-06-12,Unplaced
3707,Larry Mitchell Jr.,Female,1978-11-27,Evaluation of Digital Health Interventions,3707,6385.64603511298,financial_aid,2023-05-10,Ongoing
3708,Erica Brown,Female,1958-12-27,Hypothesis Testing in Public Health ,3708,41165.9941420891,financial_aid,2021-05-01,Placed
3709,Shane Daniel,Male,1932-02-11,Leading Change in Health Informatics,3709,1346.92962074043,financial_aid,2021-01-04,Ongoing
3710,Chad Chen,Male,1989-12-26,Design and Implementation of Digital Health Interventions ,3710,12971.7326366488,regular,2020-04-25,Ongoing
3711,Eduardo Alexander,Male,1974-08-18,Business Process Management in Healthcare Organizations,3711,40362.8185122929,financial_aid,2021-11-02,Placed
3712,Melanie Richardson,Male,1954-01-05,An Introduction to the U.S. Food System: Perspectives from Public Health,3712,4827.08434292559,financial_aid,2022-04-21,Ongoing
3713,Christy Phillips,Male,1960-05-16,Stress First Aid for Healthcare Workers: A Peer Support Tool,3713,26535.5000587735,regular,2022-03-21,Unplaced
3714,Lisa Wilson,Female,1967-10-17,"HI-FIVE: Health Informatics For Innovation, Value & Enrichment (Clinical Perspective)",3714,2215.29845045603,financial_aid,2021-05-26,Unplaced
3715,Charles Fernandez,Female,1930-07-13,Population Health: Syndemics,3715,18219.2534417541,financial_aid,2022-05-24,Placed
3716,Christina Villanueva,Female,1935-07-01,"Cannabis, Mental Health, and Brain Disorders",3716,17174.9275790399,financial_aid,2020-01-27,Unplaced
3717,Joseph Castillo,Male,1978-02-07,Building Alliances in Global Health: From Global to Local,3717,29519.2772612438,regular,2022-02-21,Ongoing
3718,Philip Ward,Male,1981-05-31,Population Health: Panel Management Next Level,3718,38418.6351924473,financial_aid,2020-08-24,Placed
3719,Jillian Davis,Male,1960-08-21,Participatory Approaches in Public Health Specialization,3719,18476.2152877161,financial_aid,2019-07-31,Ongoing
3720,Caleb Hughes,Female,1957-05-03,Multiple Regression Analysis in Public Health ,3720,17248.0059297525,financial_aid,2022-09-24,Placed
3721,Caleb Green,Female,1955-06-21,Health Impacts of Chemicals in Consumer Products,3721,20851.8999729697,regular,2019-07-17,Placed
3722,Cheryl Ramirez,Female,1985-10-28,Guidance to Keep Newborn Babies Safe and Healthy,3722,4936.91142389534,financial_aid,2020-04-10,Placed
3723,Victoria Thomas,Female,1950-05-05,Preventative Healthcare for the Newborn Baby ,3723,40278.1134300117,regular,2019-11-25,Unplaced
3724,Patricia Silva,Female,1936-03-11,Understanding and Strengthening Health Systems,3724,41052.0378062948,financial_aid,2021-01-30,Ongoing
3725,Jennifer Hernandez,Male,1985-02-01,Assessing and Improving Community Health,3725,34011.7094614687,regular,2018-12-13,Unplaced
3726,Michael Carter,Female,2002-08-03,Culminating Project in Health Informatics,3726,17217.3988625758,financial_aid,2019-05-06,Ongoing
3727,Jennifer Rodriguez,Male,1948-05-22,History of Racial Inequity in Healthcare,3727,10331.9478383512,financial_aid,2021-09-25,Ongoing
3728,Mr. Tyler Parks MD,Female,1988-03-16,The Outcomes and Interventions of Health Informatics,3728,8019.14606215162,financial_aid,2023-07-15,Ongoing
3729,Crystal Johnson,Male,1954-06-05,Introduction to Social Determinants of Health,3729,16852.4878364055,financial_aid,2022-03-14,Unplaced
3730,Angela Pennington,Male,1941-12-27,Value-Based Care: Population Health,3730,15064.1403076048,regular,2022-02-24,Placed
3731,Amber Ruiz,Female,1951-05-26,"Health Systems Development: Health systems, Policy and Research",3731,16996.1923978432,financial_aid,2023-07-09,Ongoing
3732,Terry Tapia,Female,1967-09-22,Quality Improvement in Healthcare Organizations,3732,36409.7208243018,financial_aid,2020-09-19,Ongoing
3733,Dana Baldwin,Female,1984-04-22,Health Care Delivery in Healthcare Organizations,3733,33388.1161844938,regular,2021-11-28,Unplaced
3734,Aaron Davis,Female,1995-09-17,Healthy Aging and the Future of Cannabis Research,3734,45614.4803947599,financial_aid,2021-04-10,Placed
3736,Michelle Freeman,Female,1964-11-06,Sustainable Consumption and Health,3736,23141.4031744686,financial_aid,2022-04-16,Unplaced
3737,Courtney Jones,Male,1958-04-16,Introduction to Quality Improvement in Healthcare  ,3737,46948.2251832408,financial_aid,2019-10-08,Ongoing
3738,Jennifer Best,Female,1956-12-06,A Guide to Healthcare Innovation: Principles and Practice ,3738,2017.89781771023,financial_aid,2022-11-22,Placed
3739,Steven Bates,Female,1937-09-01,Healthcare Entrepreneurship: Taking Ideas to Market,3739,4019.06892792972,regular,2022-05-11,Unplaced
3740,Makayla Frey MD,Female,1952-10-25,Introduction to Participatory Approaches in Public Health ,3740,8840.70046360333,regular,2022-05-31,Unplaced
3741,Holly Stuart,Female,1944-10-24,Healthcare Consumerism and Implication for Care Delivery ,3741,43882.8225426674,financial_aid,2020-01-17,Ongoing
3742,Stacey Trevino,Female,1978-11-04,Healthcare Data Quality and Governance,3742,20021.3020877842,regular,2019-03-24,Placed
3743,Danielle Duke,Male,1993-09-23,Information Extraction from Free Text Data in Health,3743,35072.4985774461,regular,2020-05-15,Unplaced
3744,Darren Obrien,Female,1945-11-26, Future Healthcare Payment Models,3744,23197.9060745016,financial_aid,2020-12-15,Unplaced
3745,Omar Merritt,Male,1948-08-10,Community Change in Public Health,3745,15482.1718780235,financial_aid,2020-12-20,Unplaced
3746,Amber Gonzales,Female,1987-12-28,Mindfulness in Integrative Healthcare,3746,1952.48760499645,financial_aid,2019-03-18,Ongoing
3747,Kaitlyn Bailey,Male,1988-10-20,Translating Research to Healthcare Policy ,3747,39019.4850536682,financial_aid,2022-10-11,Unplaced
3748,Angela Browning,Female,1958-03-03,The Influence of Social Context on Health,3748,46709.0761933865,financial_aid,2020-03-19,Unplaced
3749,Samantha Martinez,Female,1978-06-27,"HI-FIVE: Health Informatics For Innovation, Value & Enrichment (Social/Peer Perspective)",3749,44204.3611499249,regular,2022-01-30,Ongoing
3750,Vincent Curtis,Male,1988-06-25,Analytical Solutions to Common Healthcare Problems,3750,34982.6946583888,financial_aid,2020-09-22,Placed
3751,Raymond Perry,Female,2000-08-10,Foundations of Public Health Practice: The Public Health Toolkit ,3751,32854.7971876463,regular,2022-10-30,Ongoing
3752,Jeffrey Williams,Female,1978-01-12,Foundations of Public Health Practice: Behaviour & Behaviour Change,3752,2048.2054724664,regular,2021-10-09,Ongoing
3754,Tina Alexander,Male,1942-09-25,Air Pollution – a Global Threat to our Health,3754,22962.3184969505,regular,2023-10-17,Unplaced
3755,Robert Allen,Male,1943-08-28,Breastfeeding: Public Health Perspectives,3755,5963.30840294365,financial_aid,2022-11-26,Placed
3756,Mark Walker,Female,1971-08-14,Comparative Health Systems,3756,25369.6951049533,financial_aid,2021-03-12,Unplaced
3757,Christopher Chavez,Male,1942-11-11,Healthcare Data Management and Information Systems,3757,8296.29932239289,financial_aid,2019-01-29,Placed
3758,Jeffrey Bell,Female,1975-10-16,"The People, Power, and Pride of Public Health",3758,2371.2789835827,financial_aid,2019-11-15,Placed
3759,Michael Moore,Male,1940-06-25,Healthy and Sustainable Foods,3759,15863.1332890909,financial_aid,2019-03-14,Ongoing
3760,Andrew Daniel,Female,1980-03-31,Applying Participatory Approaches in Public Health Settings,3760,11617.5676733684,financial_aid,2018-11-24,Unplaced
3761,Kara Chapman,Male,1976-10-13,Achieving Health Equity in Healthcare,3761,6252.47153309978,financial_aid,2019-05-14,Placed
3762,David Skinner,Male,1964-07-06,Globalisation and health governance,3762,2507.60135325358,financial_aid,2021-12-29,Placed
3763,Karen Wade,Male,1945-01-04,Community Engagement in Research and Population Health,3763,43455.8076439202,financial_aid,2019-02-28,Unplaced
3764,Robin Rice,Female,1992-04-25,"Less Stress, Better Health",3764,17890.7705857946,financial_aid,2022-06-26,Placed
3765,Mary Murray,Male,1979-10-15,Using Data for Healthcare Improvement,3765,39676.3844489964,regular,2023-04-09,Unplaced
